username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,,,,,,,,,
";2020-05-06 20:11;2;0;""# Kenia # Nairobi # flood Almost 200 people have been killed by floods in Kenya in the past three weeks. At least 194 people were killed and more than 100",000 people had to leave their homes," the spokesman for the Kenyan government said on Twitter."";;;# # #;""1258082002730803201"";https://twitter.com/Xy5Z89/status/1258082002730803201",,,,,,,
";2020-05-06 20:06;0;0;""My week on Twitter : 7 Mentions", 1 Like," 2 Replies. See yours with https://sumall.com/performancetweet?utm_source=twitter&utm_medium=publishing&utm_campaign=performance_tweet&utm_content=text_and_media&utm_term=56ed57b9a38d490a98e92ff6 …pic.twitter.com/TZnf37rEDX"";;;;""1258080762097733633"";https://twitter.com/ItsChegenjoroge/status/1258080762097733633",,,,,,,
";2020-05-06 20:04;0;0;""My week on Twitter : 4 Mentions", 9 Likes," 4 Replies. See yours with https://sumall.com/performancetweet?utm_source=twitter&utm_medium=publishing&utm_campaign=performance_tweet&utm_content=text_and_media&utm_term=f885ad33578115885ab78d3d …pic.twitter.com/16BtwZI62L"";;;;""1258080142343188480"";https://twitter.com/sunyaseth/status/1258080142343188480",,,,,,,
";2020-05-06 19:57;1;1;""Your are an irritant who spew his sycophancy on Twitter and lying to gullible Kenyans. Kenyans went to school unlike yesteryears. You are working very hard in a bid to impress someone who is not even noticing you....bure kabisa!"";;;;""1258078508183629825"";https://twitter.com/Kipngeny1/status/1258078508183629825",,,,,,,,,
";2020-05-06 18:57;0;0;""Sometimes it's difficult to deal with Kenyan necessarily when there is need to compromise our usual life like amidst a pandemic.Its a tight http://spot.You either force pple to some direction or risk more infection and on Twitter u damned if do","u damned if u don't."";;;;""1258063353102172160"";https://twitter.com/Lemeeh_Tarwish/status/1258063353102172160",,,,,,,,
";2020-05-06 17:19;0;1;""@ Arutabos We are not happy with the polls There are many more Rwandans... Er... on twitter! Moreover housed in a whole village called Uruigwiro and a whole Rwanda Development Board House. pic.twitter.com/DubYmsHz1k"";;@;;""1258038632918781953"";https://twitter.com/Rugusuki/status/1258038632918781953",,,,,,,,,
";2020-05-06 15:42;0;1;""Kenyan men on twitter are fussing about Ksh. 813k to be paid in child support while in the U.K Adele is set to pay her ex husband £140 Million as a divorce settlement. People with small problems make noise!"";;;;""1258014312297308160"";https://twitter.com/Nj_Minerva/status/1258014312297308160",,,,,,,,,
";2020-05-06 14:24;0;3;""Day by day", during these COVID-19 times," majority of Kenyans (not on twitter) have to contend with two choices: die by starvation (with your family for some) or take a chance with this disease. Its a no-brainer on the choice many are taking. Lockdown isn't working."";;;;""1257994727359733762"";https://twitter.com/TheIsinta/status/1257994727359733762",,,,,,,
";2020-05-06 13:54;0;0;""So those noisy boys and girls from Nigeria are ranked 7th???? Hehe # KOT # KOTLoyals Kenyans Ranked as the Worst Bullies on Twitter by UN body https://postamate.com/kenyans-ranked-as-the-worst-bullies-on-twitter-by-un-body/ …"";;;# #;""1257987121492697088"";https://twitter.com/Nyang__KE/status/1257987121492697088",,,,,,,,,
";2020-05-06 12:20;0;0;""Tutarudi tu @ kenyans on Twitter https://twitter.com/ItsWachiye/status/1257888962405904384 …"";;@;;""1257963352728494080"";https://twitter.com/Venus71935295/status/1257963352728494080",,,,,,,,,
";2020-05-06 11:58;0;0;""You Have The Army", Police And Government Agencies to Intimidate me, God will Protect me," Says Sonko ________________________________________ Yesterday 5th May Governor Mike sonko on Twitter has said that even if… https://www.instagram.com/p/B_1y2gLA1WX/?igshid=1v74lqzjldq4s …"";;;;""1257957838221201414"";https://twitter.com/KenyanCops/status/1257957838221201414",,,,,,
";2020-05-06 11:52;0;2;""Millie do the Kenyan way! i.e screenshot DMs so that twitter DCI can analyse on our behalf...!"";;;;""1257956494051618816"";https://twitter.com/Mercysirma1/status/1257956494051618816",,,,,,,,,
";2020-05-06 10:01;0;146;""And the 6 million are the biggest bullies internationally recognized"," we stan kenyans on twitter"";;;;""1257928577313619968"";https://twitter.com/7spicy_spices/status/1257928577313619968",,,,,,,,
";2020-05-06 07:53;0;7;""Less than 10K followers Drop your twitter handles follow who likes and retweets this Turn on notification"";;;;""1257896176118095872"";https://twitter.com/Follow_kenyans/status/1257896176118095872",,,,,,,,,
";2020-05-06 07:16;1;1;""The government can't just lockdown Eastleigh. No Kenyan should be facing movement restrictions any more than the rest of us. Plus Kenyans can get really filthy. Instead of uniting we're busy profiling people ethnically on twitter day in day out. I blame unemployment"";;;;""1257887016425054211"";https://twitter.com/Maina_Peter_Yg/status/1257887016425054211",,,,,,,,,
";2020-05-06 07:16;1;1;""You are duly elected mp whom have a great responsibility to summon those Govt officers who disobeys court orders and impeach them if found guilty. Kindly act and stop crying on Twitter use brains you have as Kenyans voted for you to be their advocate in parliament."";;;;""1257886931708510209"";https://twitter.com/SolomonWachir17/status/1257886931708510209",,,,,,,,,
";2020-05-06 07:01;0;0;""How I wish you regularly keep watch on your social media accounts; Facebook", Twitter," email so as to assist Kenyans who are in need of your services more often. Thanks."";;;;""1257883086123130880"";https://twitter.com/oniallamaurice/status/1257883086123130880",,,,,,,
";2020-05-06 06:01;0;2;""The kind of 'twerking' every Kenyan lady should display on twitter. Lucia"," med yalo. https://twitter.com/Ayielar/status/1257586660470149120 …"";;;;""1257868065787740160"";https://twitter.com/_MrAbraham/status/1257868065787740160",,,,,,,,
";2020-05-06 01:39;0;0;""You can go on a range to block people as that is what brought you here to Twitter but Kenyans at home don't need you ..I live in Tottenham and I can sense it",," continue being my nearest neighbour over there in Canada or whatsoever"";;;;""1257802136546611200"";https://twitter.com/RANGERO74606062/status/1257802136546611200",,,,,,,
";2020-05-05 22:37;1;4;""The AfrEA YEE network is now on Twitter. @ evalvijana (Kenyan YEEs) hereby are proud members of the AfrEA YEE network!"";;@;;""1257756439197765634"";https://twitter.com/evalvijana/status/1257756439197765634",,,,,,,,,
";2020-05-05 22:33;0;15;""Liase with the Congolese doctor I'm sure he's on Twitter!"";;;;""1257755359181242370"";https://twitter.com/Kenyan_mafiah/status/1257755359181242370",,,,,,,,,
";2020-05-05 22:30;0;1;""Dropping on sato 9th....go to YouTube search Kevin Romeo254 and subscribe to my channel # sherehekihindi # kenyansontwitter pic.twitter.com/pCaIsXbjvM"";;;# #;""1257754530567065602"";https://twitter.com/kromeo39/status/1257754530567065602",,,,,,,,,
";2020-05-05 22:28;1;7;""So Kenyans on Twitter were waiting for Eastleigh or Somalis to be affected ndio waanze matusi na hate eh? This too shall pass!"";;;;""1257753983898312705"";https://twitter.com/MoherAli/status/1257753983898312705",,,,,,,,,
";2020-05-05 21:30;0;6;""Looking for the day Kenyans on twitter watacommet nice bumbumbadala ya nipe ama nife.ikifikia hapo nitaleta yangu"";;;;""1257739425934647300"";https://twitter.com/MilkahNjonjo/status/1257739425934647300",,,,,,,,,
";2020-05-05 21:11;0;0;""Kenyans on Twitter like to subtweet a lot like say it with your chest or Private message the person!! Damn"";;;;""1257734651558461442"";https://twitter.com/Nicki_Erika/status/1257734651558461442",,,,,,,,,
";2020-05-05 21:04;41;77;""Online?? @ AssQueenKE Retweet and Drop your twitter handles if you follow back fast Turn my notifications on @ AssQueenKE Ciru chapo Gatundu Eastleigh Kenyans Garissa Kagame # tecramuigai # tecramuigai"";;@ @;# #;""1257732863815974913"";https://twitter.com/AssQueenKE/status/1257732863815974913",,,,,,,,,
";2020-05-05 17:21;0;6;""During this quarantine period ","don't let depression kill you because of your ""maturity"".when we are joking here on twitter just join us"";;;;""1257676810264801285"";https://twitter.com/kenyan_sultan/status/1257676810264801285",,,,,,,,
";2020-05-05 16:53;0;0;""Raburu has been trending for the better part of today. # Kenyans On Twitter picked on # willisraburu as the topic of discussion after a number of gossip pages alleged that the media personality was no longer living together with his wife over cheating claims. Take a lookpic.twitter.com/Za5sa68BdK"";;;# #;""1257669718451712001"";https://twitter.com/pulselivekenya/status/1257669718451712001",,,,,,,,,
";2020-05-05 16:39;0;1;""Why Willis Raburu is Trending On Twitter. Take a look # willisraburu # Kenyans pic.twitter.com/1Jp9INBQpP"";;;# #;""1257666343521996800"";https://twitter.com/pulselivekenya/status/1257666343521996800",,,,,,,,,
";2020-05-05 16:37;1;10;""@ Lisabellah1 # follow # follotrick # FolloForFolloBack # kenyansontwitter https://twitter.com/KabukaMax/status/1257663784237350912 …"";;@;# # # #;""1257665772224118784"";https://twitter.com/Lisabellah1/status/1257665772224118784",,,,,,,,,
";2020-05-05 16:35;0;0;""@ Lisabellah1 @ Lisabellah1 # FolloForFolloBack # TwitterDCI # kenyansontwitter"";;@ @;# # #;""1257665281708699648"";https://twitter.com/Lisabellah1/status/1257665281708699648",,,,,,,,,
";2020-05-05 16:35;15;73;""Good Evening Kenyans on Twitter..? Let's do a quick one this hour tukisonga!!"";;;;""1257665144030662658"";https://twitter.com/Adyeewillie/status/1257665144030662658",,,,,,,,,
";2020-05-05 16:16;1;0;""Sorry I don’t see the good news here. - that Kenyan economy is dependent on European families’ love of flowers? (Me mimicking Twitter-wide oppositionism these days) https://twitter.com/estariade/status/1257381051141324800 …"";;;;""1257660483500494848"";https://twitter.com/HuangZhengli/status/1257660483500494848",,,,,,,,,
";2020-05-05 16:02;0;0;""Akona video tuone ama he's only telling us what he sees on Twitter? https://twitter.com/citizentvkenya/status/1257650049007394822 …"";;;;""1257656864843747328"";https://twitter.com/RegularKenyan/status/1257656864843747328",,,,,,,,,
";2020-05-05 15:51;1;10;""it has taken this long for super Kagwe to realise this. the first minute he allowed eateries with alcohol to operate"," people joked about what kenyans will do here on twitter. is he dumb?"";;;;""1257654211988328448"";https://twitter.com/Forcurse/status/1257654211988328448",,,,,,,,
";2020-05-05 15:12;0;0;""Come on guys"," how can you have a tweef war in the absence of Kenyans?? Kenyans on Twitter demand to be included! It should look like.. # KeUgNig # KOT # UGANIG"";;;# # #;""1257644244279398400"";https://twitter.com/steveHSC/status/1257644244279398400",,,,,,,,
";2020-05-05 14:59;0;2;""Kenyans on twitter will finis me"";;;;""1257641073901477890"";https://twitter.com/BettyImelda3/status/1257641073901477890",,,,,,,,,
";2020-05-05 14:59;0;0;""look and learn on how NOT to be a bitter old witch. Kenyan Twitter is full of such"";;;;""1257641016255033344"";https://twitter.com/DjPitts254/status/1257641016255033344",,,,,,,,,
";2020-05-05 14:48;6;13;""Somalia’s Secretary General Abdalle Ahmed Mumin wrote on twitter"," “According to local security officials a rocket-propelled grenade brought down a light Kenyan-registered aircraft with six crew while landing in Bardaale town in Bay region # Somalia.https://humangle.ng/ethiopian-forces-linked-to-somalian-plane-crash-five-bodies-recovered/ …"";;;#;""1257638410971471886"";https://twitter.com/HumAngle_/status/1257638410971471886",,,,,,,,
";2020-05-05 14:31;0;0;""My week on Twitter : 9 Mentions", 4.68K Mention Reach, 2 Retweets, 216 Retweet Reach," 1 New Follower. See yours with https://sumall.com/performancetweet?utm_source=twitter&utm_medium=publishing&utm_campaign=performance_tweet&utm_content=text_and_media&utm_term=8f2ba0bb01f7dd7fb16bef78 …pic.twitter.com/scPwsCgMdB"";;;;""1257634008642523136"";https://twitter.com/GloballyKenyan/status/1257634008642523136",,,,,
";2020-05-05 13:32;0;20;""No matter how bad ur father is he will remain to be ur dad. Kenyans chose President Uhuru Kenyatta to be their leader and there is nothing you can do now. No one forced you. Choices have consequences. Unluckily he is not on Twitter so hataona vile munamutupia cheche."";;;;""1257619269782835208"";https://twitter.com/McShynne_Ke/status/1257619269782835208",,,,,,,,,
";2020-05-05 12:07;0;0;""Online harassment", sexism, tribalism, homophobia," it's all so much from my Kenyan side of twitter. I wanna mute/block but will that mean I'm like everyone else on here who supports these things?"";;;;""1257597809714487298"";https://twitter.com/_naswa_/status/1257597809714487298",,,,,
";2020-05-05 11:04;0;0;""My week on Twitter : 1 Mention", 1 New Follower," 1 Reply. See yours with https://sumall.com/performancetweet?utm_source=twitter&utm_medium=publishing&utm_campaign=performance_tweet&utm_content=text_and_media&utm_term=632d3e5aa6e7904c5c6c33c5 …pic.twitter.com/xW86WpUq1T"";;;;""1257581866766475266"";https://twitter.com/BenworthKimani/status/1257581866766475266",,,,,,,
";2020-05-05 09:34;0;0;""My week on Twitter : 32 Mentions", 90 Likes, 30 Retweets, 34.4K Retweet Reach," 16 New Followers. See yours with https://sumall.com/performancetweet?utm_source=twitter&utm_medium=publishing&utm_campaign=performance_tweet&utm_content=text_and_media&utm_term=80c275d1f879da47d1ac08ad …pic.twitter.com/t8EU9kbYVF"";;;;""1257559350740213760"";https://twitter.com/KenyanElder/status/1257559350740213760",,,,,
";2020-05-05 08:25;0;0;""My week on Twitter : 6 Mentions", 11 Likes, 1 Retweet, 32K Retweet Reach," 75 New Followers. See yours with https://sumall.com/performancetweet?utm_source=twitter&utm_medium=publishing&utm_campaign=performance_tweet&utm_content=text_and_media&utm_term=56ed57b9a38d490a98e92ff6 …pic.twitter.com/jmFZ5K9ihZ"";;;;""1257541856101126144"";https://twitter.com/ItsChegenjoroge/status/1257541856101126144",,,,,
";2020-05-05 07:45;1;6;""Folks now after been exposed @ bandahomeske is blocking everyone on twitter Real Estates companies are on record of conning diligent Kenyans ✓ SURAYA ✓ BANDA HOMES @ Gideon_Kitheka @ Nyasirwapic.twitter.com/MxP5YNf53I"";;@ @ @;;""1257531872701231104"";https://twitter.com/RoyOdhiambo12/status/1257531872701231104",,,,,,,,,
";2020-05-05 07:18;0;0;""My week on Twitter : 97 Mentions", 81.5K Mention Reach, 10 Likes, 5 New Followers," 3 Replies. See yours with https://sumall.com/performancetweet?utm_source=twitter&utm_medium=publishing&utm_campaign=performance_tweet&utm_content=text_and_media&utm_term=f885ad33578115885ab78d3d …pic.twitter.com/0JRplZfkuW"";;;;""1257525020907253766"";https://twitter.com/sunyaseth/status/1257525020907253766",,,,,
";2020-05-05 07:11;55;366;""Good morning Kenyans on Twitter..? Let's do a quick one this hour tusonge nayo!!"";;;;""1257523201862782982"";https://twitter.com/RealOwinoPaul/status/1257523201862782982",,,,,,,,,
";2020-05-05 06:28;1;5;""Kenyans on Twitter once said?"";;;;""1257512491527090177"";https://twitter.com/pretty_Facts/status/1257512491527090177",,,,,,,,,
";2020-05-05 04:28;0;0;""My week on Twitter : 1 Like"," 4 New Followers. See yours with https://sumall.com/performancetweet?utm_source=twitter&utm_medium=publishing&utm_campaign=performance_tweet&utm_content=text_and_media&utm_term=fffdd14e31b194c274036af5 …pic.twitter.com/T77tVefJaI"";;;;""1257482259059355648"";https://twitter.com/TowettAllan/status/1257482259059355648",,,,,,,,
";2020-05-05 03:39;0;1;""His sensitivity that leads to him blocking people on Twitter"";;;;""1257469845576318978"";https://twitter.com/mwelchpgh/status/1257469845576318978",,,,,,,,,
";2020-05-05 02:19;0;0;""My week on Twitter : 2 Mentions"," 12 New Followers. See yours with https://sumall.com/performancetweet?utm_source=twitter&utm_medium=publishing&utm_campaign=performance_tweet&utm_content=text_and_media&utm_term=8f2ba0bb01f7dd7fb16bef78 …pic.twitter.com/ikJok410Oy"";;;;""1257449708613664773"";https://twitter.com/GloballyKenyan/status/1257449708613664773",,,,,,,,
";2020-05-05 02:13;0;1;""Hehehe Roy. Do you follow any Kenyan Players on twitter? and other questions"";;;;""1257448273255768064"";https://twitter.com/Superjohna07/status/1257448273255768064",,,,,,,,,
";2020-05-05 02:10;0;1;""Kenyan gets major backlash after touting Pres. Donald Trump as a ‘man of valour’ on Twitter https://goo.gl/fb/C1gqiW"";;;;""1257447508407726080"";https://twitter.com/Hits984/status/1257447508407726080",,,,,,,,,
";2020-05-04 23:45;0;0;""Those who were ordered to demolish aren't they Kenyans",aren't they people,"aren't they going through this pandemic? This is inhumane...but my words on twitter won't change a thing.too sad."";;;;""1257411086019592202"";https://twitter.com/Kiokote8/status/1257411086019592202",,,,,,,
";2020-05-04 23:42;0;13;""Where does he want them to be wasted on Twitter?"";;;;""1257410339148308480"";https://twitter.com/MBECHUu/status/1257410339148308480",,,,,,,,,
";2020-05-04 22:38;0;1;""[Tech Arena] How To Download Videos From Facebook", YouTube, Twitter and Instagram to Your Phone or Computer: We know at times you see a video on social media and wish to download it. In this article," well show you.. https://www.techarena.co.ke/2020/05/04/how-to-download-facebook-youtube-twitter-instagram-videos-offline/ … via @ techarena"";;@;;""1257394301425893377"";https://twitter.com/Blogs_Kenya/status/1257394301425893377",,,,,,
";2020-05-04 22:01;0;0;""My Senator is delivering on Twitter.... Anyway"";;;;""1257384939441586181"";https://twitter.com/Lakwetab/status/1257384939441586181",,,,,,,,,
";2020-05-04 20:57;0;0;""Ati Wanjohi", Kenyans on Twitter aka KOT,";;;;1257368682256269313"";https://twitter.com/KyaloMusyoka/status/1257368682256269313",,,,,,,
";2020-05-04 20:46;12;20;""Are you new on twitter?? Want more followers?? Drop your handles"," We want to follow you! Everyone follow all those who like and retweet this... Let's do it"";;;;""1257365898052218883"";https://twitter.com/kiprich_oscar/status/1257365898052218883",,,,,,,,
";2020-05-04 20:30;0;0;""@ WanjikuReports Watu wako most influential Kenyans on Twitter wamejazana hapa commenting on a high school porn pic. By the way I want them to meet the new Safaricom CEO and Jack dorcey Twitter CEO' has heard so much about KOT can we link him up to this amazing influencers pic.twitter.com/DJHNmynqnX"";;@;;""1257362021630312448"";https://twitter.com/ChokoraTwiter/status/1257362021630312448",,,,,,,,,
";2020-05-04 20:17;1;1;""Nigerian artists doing well currently both top and middle level artists - Twitter joined 2009 to 2013. Kenyan artists who have been doing well and focusing on Instagram - Twitter joined 2019 to 2020."";;;;""1257358654438879239"";https://twitter.com/SharonJebitok/status/1257358654438879239",,,,,,,,,
";2020-05-04 19:32;0;1;""Kenyans on Twitter . That’s a horrible trait to have", the best Internet bullies in the world. I’m embarrassed . Use that same energy to support positive things," artists and local businesses ."";;;;""1257347357051686912"";https://twitter.com/ChefMambaDubai/status/1257347357051686912",,,,,,,
";2020-05-04 19:30;0;0;""Who you have no right to speak on behalf of. What is with you arrogant pretenders on twitter! Calm yourself...you aren't speaking for anyone but yourself. The end!"";;;;""1257346942377635842"";https://twitter.com/KenyanKisii/status/1257346942377635842",,,,,,,,,
";2020-05-04 19:12;5;41;""There are very few Kenyans on Twitter who will stand by Kenyans come rain or sunshine", like Abraham Mutai has done over the years. Those using the hashtag # BrokeMutaiIsHungry are themselves," the definition of hunger. 530/= wont taint a good man. You are a patriot @ ItsMutai"";;@;#;""1257342294405021697"";https://twitter.com/KiigenKoech/status/1257342294405021697",,,,,,,
";2020-05-04 19:01;1;1;""Kenyans on Twitter can make you and at the same time destroy you. Be conscious on what", who," when and how you share your personal details."";;;;""1257339669437652995"";https://twitter.com/muhando_Snr/status/1257339669437652995",,,,,,,
";2020-05-04 17:58;1;8;""If I don't get notifications on my Twitter handle from General",I get bored,but General is ever there to stand with us whatsoever intimidations ,"his Twitter handle platform articulates truth more than Githeri Kenyan media.may our living God give you long life General."";;;;""1257323689659396097"";https://twitter.com/JosiaOmuya/status/1257323689659396097",,,,,,
";2020-05-04 17:44;4;15;""Are you new on twitter?? Want more followers?? Drop your handles"," We want to follow you! Everyone follow all those who like and retweet this... Let's do it"";;;;""1257320102992592897"";https://twitter.com/kiprich_oscar/status/1257320102992592897",,,,,,,,
";2020-05-04 17:35;0;0;""But still Kenyans On Twitter Fall for this Bullshit?? Deep down We all must Be Shit Emojis. NB"," I hate @ ItsMutai 's stand on HE @ WilliamsRuto but these Comparisons Nowadays are becoming pure Karongos"";;@ @;;""1257318005865803780"";https://twitter.com/bankalat/status/1257318005865803780",,,,,,,,
";2020-05-04 16:25;0;0;""Kenyans are just noisy on twitter. You inclusive."";;;;""1257300421619703808"";https://twitter.com/KweniMongare/status/1257300421619703808",,,,,,,,,
";2020-05-04 16:17;0;0;""Lol", it is and will always be," what are Kenyans doing about it apart from complaining and whining day in day out on Twitter! Nothing! For as long as this continues we are all mama mboga gossipers and Twitter keyboard worriors nothing much.."";;;;""1257298196604186626"";https://twitter.com/Nadz70117093/status/1257298196604186626",,,,,,,
";2020-05-04 15:25;0;0;""What doesn't kill you makes you stronger"," Kenyans on twitter have made people more popular because of trolling them. Hakulishi hakuvishi Kwani vipi? Kanyaga!"";;;;""1257285329008107526"";https://twitter.com/Realistwycky/status/1257285329008107526",,,,,,,,
";2020-05-04 15:16;0;0;""Most Kenyans on twitter marvel at celebrities online because they live miserable lives and would like to associate themselves with people going through the Same hardships as them. They have to drag and roast celebs to feel at ease"," it's a shame"";;;;""1257283037190148096"";https://twitter.com/Realistwycky/status/1257283037190148096",,,,,,,,
";2020-05-04 14:56;0;1;""So much gossip on Twitter this days. How the hell does Willis Raburu 's social life upgrade concern KOT. Let the FISI sacco officials grant him membership ASAP. Enough with the Noise already. Welcome to the sacco @ WillisRaburu can I get Marya' s contacts pliz Nieneze Injili?"";;@;;""1257277934978695169"";https://twitter.com/WilkinsChess/status/1257277934978695169",,,,,,,,,
";2020-05-04 14:26;0;0;""Wacha Ujinga!! When Uhunye was on Twitter", he had 7M followers making him the most followed in Kenya. However," he couldn't take KENYANS abuses. He was ambushed out of Twitter ."";;;;""1257270375064485889"";https://twitter.com/UshirikianoKe/status/1257270375064485889",,,,,,,
";2020-05-04 12:42;0;0;""Kenyan gets major backlash after touting Pres. Donald Trump as a ‘man of valour’ on Twitter http://zpr.io/terY7"";;;;""1257244168558129152"";https://twitter.com/DamarisGeorges/status/1257244168558129152",,,,,,,,,
";2020-05-04 12:40;0;0;""Kenyan gets major backlash after touting Pres. Donald Trump as a ‘man of valour’ on Twitter http://zpr.io/terY7 ( BoldCashers Connect http://j.mp/boldcasherswallet … )"";;;;""1257243669712777216"";https://twitter.com/BoldAlerts/status/1257243669712777216",,,,,,,,,
";2020-05-04 12:33;0;1;""Kenyans on twitter are the ones making alot of noise but during election time they can't vote Ruto is our next president # RutoThePretender # Ruto # UhuruKenyatta # uhuru # KOTpic.twitter.com/i5WO5w8Tly"";;;# # # # #;""1257241834604113921"";https://twitter.com/Kevinbronze2542/status/1257241834604113921",,,,,,,,,
";2020-05-04 12:31;0;0;""Kenyan gets major backlash after touting Pres. Donald Trump as a ‘man of valour’ on Twitter http://zpr.io/terY7 Mon"," 04 May 2020 15:30:16 +0600"";;;;""1257241443372072960"";https://twitter.com/AreaCodeZero/status/1257241443372072960",,,,,,,,
";2020-05-04 12:25;2;1;""Kenyan gets major backlash after touting Pres. Donald Trump as a ‘man of valour’ on Twitter https://www.capitalfm.co.ke/thesauce/kenyan-gets-major-backlash-after-touting-pres-donald-trump-as-a-man-of-valour-on-twitter/ …"";;;;""1257239843513516035"";https://twitter.com/TheSauceKe/status/1257239843513516035",,,,,,,,,
";2020-05-04 12:22;0;0;""we make the rules"," we fuck them rules and play the cards kenyans on twitter are just ready got quite of them ready for backup"";;;;""1257239127994531840"";https://twitter.com/CsMutahikagwe1/status/1257239127994531840",,,,,,,,
";2020-05-04 11:48;1;1;""Kenyans Ranked as the Worst Bullies on Twitter by UN body https://postamate.com/kenyans-ranked-as-the-worst-bullies-on-twitter-by-un-body/ …"";;;;""1257230527750430721"";https://twitter.com/IAM_Kaytie/status/1257230527750430721",,,,,,,,,
";2020-05-04 11:13;0;1;""Kenyans are not only perplexed but baffled by the stinking crap you have just vomited on your twitter handle. Your statement is not only mediocre but lacks Lustre and substance. Where and how did you know Ukur Yatani for the starter. Desist forth with"";;;;""1257221894069239809"";https://twitter.com/adano_wario/status/1257221894069239809",,,,,,,,,
";2020-05-04 09:59;11;21;""Kenyans on twitter"," here is a beneficiary from ""Banglaa"" slums of the @ MombasaCountyKe Nutrition Support Program among other thousands of people from Jomvu & Changamwe who received care packs last night don't be fooled by paid bloggers to sabotage the distribution exercise pic.twitter.com/Lek276qr0O"";;@;;""1257203100382826498"";https://twitter.com/ikoha254/status/1257203100382826498",,,,,,,,
";2020-05-04 09:41;0;1;""Kenyans love Dr. William Ruto. Always in the headlines. Always trending number one on twitter. Any blogger will be jobless if s/he doesn't mention him. Much talked about personality than Corona. # RutoThePretenderpic.twitter.com/0aCneyom04"";;;#;""1257198666848362497"";https://twitter.com/KenfreyKatui/status/1257198666848362497",,,,,,,,,
";2020-05-04 09:33;0;1;""It's only a naive Kenyan that can underate Ruto. There's a reason why he's the most followed Kenyan on Twitter",there's a reason why all papers put him on headlines daily,there's a reason why he's in the mind of Raila and Uhuru. Aug 2022," you'll know that reason # RutoThePretender"";;;#;""1257196673387896832"";https://twitter.com/OyierNemia/status/1257196673387896832",,,,,,
";2020-05-04 09:00;0;0;""Wasn't publicized on Kenyan Twitter. We didn't know till it was over"";;;;""1257188305327796224"";https://twitter.com/hawi_sydney/status/1257188305327796224",,,,,,,,,
";2020-05-04 08:25;2;5;""Eeeeeh yani ngoma iko on radio "," big up big up Kenyans on Twitter."";;;;""1257179490964381704"";https://twitter.com/TheotherDelo/status/1257179490964381704",,,,,,,,
";2020-05-04 08:02;0;0;""What happened to Mutahi http://Ngunyi.One of the greatest analysts we had and who has now been reduced to twitter comedy.Someone who behaved so normally only to be abnormal on twitter.He seemed a neutral fella whom Kenyans could have relied on but oh NO!A cheat."";;;;""1257173850367950848"";https://twitter.com/BillMacharia89/status/1257173850367950848",,,,,,,,,
";2020-05-04 07:36;0;0;""It pains me when you"," the President of the Law Society of Kenya rants on Twitter just like us when you are in a very good position to act. Am sure there are budgets in the LSK to handle matters of National interest such as this one. @ lawsocietykenya should exercise it's duties..https://twitter.com/NelsonHavi/status/1257040609874980864 …"";;@;;""1257167215637475335"";https://twitter.com/douglas_mwale/status/1257167215637475335",,,,,,,,
";2020-05-04 07:30;3;57;""A whole Kenyan minister arguing with Somali kids on twitter. Sir"," mind the business that pays you. https://twitter.com/tunajibu/status/1257023743387488258 …"";;;;""1257165687132487681"";https://twitter.com/hooyoanisa/status/1257165687132487681",,,,,,,,
";2020-05-04 06:54;0;4;""Try Kenyans... Your best medicine on twitter", ranked best online bullies by UN," trolled their president out of twitter...fire!"";;;;""1257156635971239942"";https://twitter.com/IanAmoshe/status/1257156635971239942",,,,,,,
";2020-05-04 05:55;0;4;""alikuwa na acres gapi za land"," asking on behalf of me and other 10 million kenyans with no twitter handles"";;;;""1257141749752922113"";https://twitter.com/faustinehs/status/1257141749752922113",,,,,,,,
";2020-05-04 02:26;0;0;""Have you met KOT? (Kenyans on Twitter)"";;;;""1257089091432321025"";https://twitter.com/LabdiOfficial/status/1257089091432321025",,,,,,,,,
";2020-05-04 01:51;0;1;""Heard Ugandans are having a fight with Nigerians on Twitter # UGANIG", its like Ugandans are tired of living, don't ever make the mistake of fighting Nigerians anywhere especially @ Twitter , ask Kenyans," Ghanaians etc. U won't recover from the attacks from Nigerians"";;@;#;""1257080410900742144"";https://twitter.com/uviowho3/status/1257080410900742144",,,,,
";2020-05-03 22:17;0;1;""New music soon fahm! Follow my Twitter account and subscribe on my YouTube channel (JeunecarlyTV) # Jeunecarly # Kenyan pic.twitter.com/DNpp3dWV0i"";;;# #;""1257026587549208577"";https://twitter.com/Jeunecarly/status/1257026587549208577",,,,,,,,,
";2020-05-03 21:13;0;1;""Donald Trump retweets and replies a Kenyan on Twitter who says he has done more good for blacks https://news.phxfeeds.com/share?docId=441535882115453380&source=phx …"";;;;""1257010524384047104"";https://twitter.com/Orlanco05/status/1257010524384047104",,,,,,,,,
";2020-05-03 20:52;0;0;""Kenyan men. Why are you EMBARRASSING Us on twitter??Supporting TRUMP! Jesus"";;;;""1257005046514044929"";https://twitter.com/vtwits/status/1257005046514044929",,,,,,,,,
";2020-05-03 20:36;0;1;""Clown I've been on twitter since this year...so because you managed to have 1k followers a normal human being won't hear word...nahhh Kenyans aren't it get back to rearing goats or something"";;;;""1257001065263902721"";https://twitter.com/BryantIkara/status/1257001065263902721",,,,,,,,,
